Region,Rank,Tier,Fit /100,Business,Category,Segment,Locality,City,Phone,Rating,Reviews,Package,List price,Deal value (₹),Best call window (IST),Pitch angle,Intent,Volume,Rating pts,Reach,Maps URL
Chandigarh Tricity,66,B,84,AGAM IMMIGRATION CONSULTANTS (AGAM GROUP) INDIA,Immigration consultant,Professional Services,MDC Panchkula,Panchkula,097818 14901,4.9,34,Growth,"₹45,000",45000,Tue-Thu 11:30-13:00 / 15:00-17:00,"Services, registration credentials and a deadline-driven enquiry form. Clients verify a firm online before they call.",40,15,19,10,https://www.google.com/maps/search/?api=1&query=AGAM%20IMMIGRATION%20CONSULTANTS%20%28AGAM%20GROUP%29%20INDIA%20MDC%20Panchkula
Chandigarh Tricity,67,B,84,CA MANU BANSAL,Chartered accountant,Professional Services,Patiala Road Zirakpur,Zirakpur / Dera Bassi,098763 50678,4.9,30,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 16:00-18:00 (not before 1 Oct),"Services, registration credentials and a deadline-driven enquiry form. Clients verify a firm online before they call.",40,15,19,10,https://www.google.com/maps/search/?api=1&query=CA%20MANU%20BANSAL%20Patiala%20Road%20Zirakpur
Chandigarh Tricity,68,B,84,Bansal Pahul & Associates,Chartered accountant,Professional Services,Panchkula,Panchkula,099880 77338,5,27,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 16:00-18:00 (not before 1 Oct),"Services, registration credentials and a deadline-driven enquiry form. Clients verify a firm online before they call.",40,14,20,10,https://www.google.com/maps/search/?api=1&query=Bansal%20Pahul%20%26%20Associates%20Panchkula
Chandigarh Tricity,69,B,84,Thakur Interior Studio,Interior designer,Home & Interiors,Dera Bassi,Zirakpur / Dera Bassi,062830 90578,5,26,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 15:00-18:00,"A project gallery with before/after by room type, plus a budget-range enquiry form. Buyers judge on photos first.",40,14,20,10,https://www.google.com/maps/search/?api=1&query=Thakur%20Interior%20Studio%20Dera%20Bassi
Chandigarh Tricity,70,B,84,Shiv Bansal & Co. - Chartered Accountant in Zirakpur,Chartered accountant,Professional Services,VIP Road Zirakpur,Zirakpur / Dera Bassi,098148 06353,5,22,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 16:00-18:00 (not before 1 Oct),"Services, registration credentials and a deadline-driven enquiry form. Clients verify a firm online before they call.",40,14,20,10,https://www.google.com/maps/search/?api=1&query=Shiv%20Bansal%20%26%20Co.%20-%20Chartered%20Accountant%20in%20Zirakpur%20VIP%20Road%20Zirakpur
Chandigarh Tricity,71,B,83,Raj Western & Travel Services,Travel agency,Retail & Services,Kharar,Mohali (SAS Nagar),081465 45242,4.8,228,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,"Services, coverage area and a callback form so enquiries stop dying in missed calls.",32,24,17,10,https://www.google.com/maps/search/?api=1&query=Raj%20Western%20%26%20Travel%20Services%20Kharar
Chandigarh Tricity,72,B,83,Yankee Tour & Travels,Travel agency,Retail & Services,Dera Bassi,Zirakpur / Dera Bassi,094638 15524,5,136,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,"Services, coverage area and a callback form so enquiries stop dying in missed calls.",32,21,20,10,https://www.google.com/maps/search/?api=1&query=Yankee%20Tour%20%26%20Travels%20Dera%20Bassi
Chandigarh Tricity,73,B,83,KING'S TENTS AND CATERING,Tent house supplier,Food & Events,Kharar,Mohali (SAS Nagar),084370 05693,5,130,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,32,21,20,10,https://www.google.com/maps/search/?api=1&query=KING%27S%20TENTS%20AND%20CATERING%20Kharar
Chandigarh Tricity,74,B,83,LION EDUCATION SERVICES,Coaching centre,Education & Training,Dera Bassi,Zirakpur / Dera Bassi,090561 88436,4.9,114,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 15:00-17:00 (before evening batches),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",34,21,19,10,https://www.google.com/maps/search/?api=1&query=LION%20EDUCATION%20SERVICES%20Dera%20Bassi
Chandigarh Tricity,75,B,83,Dr.Shraddha Healing Hands Physiotherapy,Physiotherapy centre,Health & Wellness,Kharar,Mohali (SAS Nagar),082690 28146,4.9,71,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 16:00-19:00,"Practitioner credentials, treatments and online booking. Patients search the area before they phone.",36,19,19,10,https://www.google.com/maps/search/?api=1&query=Dr.Shraddha%20Healing%20Hands%20Physiotherapy%20Kharar
Chandigarh Tricity,76,B,83,Quick Heal Physio. & Rehab. Centre,Physiotherapy centre,Health & Wellness,Dera Bassi,Zirakpur / Dera Bassi,095887 49069,4.9,71,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 16:00-19:00,"Practitioner credentials, treatments and online booking. Patients search the area before they phone.",36,19,19,10,https://www.google.com/maps/search/?api=1&query=Quick%20Heal%20Physio.%20%26%20Rehab.%20Centre%20Dera%20Bassi
Chandigarh Tricity,77,B,83,ss properties Property dealer in dera bassi,Real estate consultant,Retail & Services,Dera Bassi,Zirakpur / Dera Bassi,098785 10794,4.9,69,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,"Services, coverage area and a callback form so enquiries stop dying in missed calls.",36,18,19,10,https://www.google.com/maps/search/?api=1&query=ss%20properties%20Property%20dealer%20in%20dera%20bassi%20Dera%20Bassi
Chandigarh Tricity,78,B,83,LIFE CARE PHYSIOTHERAPY @HOME PHYSIOTHERAPY,Physiotherapy centre,Health & Wellness,Dera Bassi,Zirakpur / Dera Bassi,090411 05189,4.9,69,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 16:00-19:00,"Practitioner credentials, treatments and online booking. Patients search the area before they phone.",36,18,19,10,https://www.google.com/maps/search/?api=1&query=LIFE%20CARE%20PHYSIOTHERAPY%20%40HOME%20PHYSIOTHERAPY%20Dera%20Bassi
Chandigarh Tricity,79,B,83,Advance physiotherapy & wellness,Physiotherapy centre,Health & Wellness,Mata Gujri Enclave Kharar,Mohali (SAS Nagar),096190 48047,4.9,62,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 16:00-19:00,"Practitioner credentials, treatments and online booking. Patients search the area before they phone.",36,18,19,10,https://www.google.com/maps/search/?api=1&query=Advance%20physiotherapy%20%26%20wellness%20Mata%20Gujri%20Enclave%20Kharar
Chandigarh Tricity,80,B,83,Nanhe Kadam Divine Touch,Preschool,Education & Training,Haibatpur Dera Bassi,Zirakpur / Dera Bassi,098888 37924,5,54,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 (before pickup),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",36,17,20,10,https://www.google.com/maps/search/?api=1&query=Nanhe%20Kadam%20Divine%20Touch%20Haibatpur%20Dera%20Bassi
Chandigarh Tricity,81,B,83,Tricity Immigration Consultants,Immigration consultant,Professional Services,Panchkula,Panchkula,082840 54015,4.7,52,Growth,"₹45,000",45000,Tue-Thu 11:30-13:00 / 15:00-17:00,"Services, registration credentials and a deadline-driven enquiry form. Clients verify a firm online before they call.",40,17,16,10,https://www.google.com/maps/search/?api=1&query=Tricity%20Immigration%20Consultants%20Panchkula
Chandigarh Tricity,82,B,83,DMC physiotherapy centre,Physiotherapy centre,Health & Wellness,Dera Bassi,Zirakpur / Dera Bassi,097281 34383,5,50,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 16:00-19:00,"Practitioner credentials, treatments and online booking. Patients search the area before they phone.",36,17,20,10,https://www.google.com/maps/search/?api=1&query=DMC%20physiotherapy%20centre%20Dera%20Bassi
Chandigarh Tricity,83,B,83,Advance Physiotherapy & Wellness Centre,Physiotherapy centre,Health & Wellness,Kharar,Mohali (SAS Nagar),095012 10062,5,47,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 16:00-19:00,"Practitioner credentials, treatments and online booking. Patients search the area before they phone.",36,17,20,10,https://www.google.com/maps/search/?api=1&query=Advance%20Physiotherapy%20%26%20Wellness%20Centre%20Kharar
Chandigarh Tricity,84,B,83,Hans Interior,Interior designer,Home & Interiors,Dera Bassi,Zirakpur / Dera Bassi,099158 27029,5,17,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 15:00-18:00,"A project gallery with before/after by room type, plus a budget-range enquiry form. Buyers judge on photos first.",40,13,20,10,https://www.google.com/maps/search/?api=1&query=Hans%20Interior%20Dera%20Bassi
Chandigarh Tricity,85,B,82,SJ Immigration,Immigration consultant,Professional Services,Phase 5 Mohali,Mohali (SAS Nagar),— none listed,4.6,539,Custom,"₹1,20,000+",120000,Tue-Thu 11:30-13:00 / 15:00-17:00,"Services, registration credentials and a deadline-driven enquiry form. Clients verify a firm online before they call.",40,27,15,0,https://www.google.com/maps/search/?api=1&query=SJ%20Immigration%20Phase%205%20Mohali
Chandigarh Tricity,86,B,82,Vaibhav Holidays,Travel agency,Retail & Services,Panchkula,Panchkula,098728 29127,4.9,147,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,"Services, coverage area and a callback form so enquiries stop dying in missed calls.",32,22,19,10,https://www.google.com/maps/search/?api=1&query=Vaibhav%20Holidays%20Panchkula
Chandigarh Tricity,87,B,82,Shriram tour travels,Travel agency,Retail & Services,Dera Bassi,Zirakpur / Dera Bassi,095929 13807,4.9,126,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,"Services, coverage area and a callback form so enquiries stop dying in missed calls.",32,21,19,10,https://www.google.com/maps/search/?api=1&query=Shriram%20tour%20travels%20Dera%20Bassi
Chandigarh Tricity,88,B,82,Shiwani Coaching Classes,Coaching centre,Education & Training,Panchkula,Panchkula,090410 28872,4.9,94,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 15:00-17:00 (before evening batches),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",34,20,19,10,https://www.google.com/maps/search/?api=1&query=Shiwani%20Coaching%20Classes%20Panchkula
Chandigarh Tricity,89,B,82,RISE Edutech,Coaching centre,Education & Training,Tehsil Road Dera Bassi,Zirakpur / Dera Bassi,078888 37006,4.9,94,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 15:00-17:00 (before evening batches),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",34,20,19,10,https://www.google.com/maps/search/?api=1&query=RISE%20Edutech%20Tehsil%20Road%20Dera%20Bassi
Chandigarh Tricity,90,B,82,Nazara Caterers,Caterer,Food & Events,Zirakpur,Zirakpur / Dera Bassi,087100 04871,4.9,81,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,34,19,19,10,https://www.google.com/maps/search/?api=1&query=Nazara%20Caterers%20Zirakpur
Chandigarh Tricity,91,B,82,SANKALP REAL ESTATES,Real estate consultant,Retail & Services,Sector 35 Chandigarh,Chandigarh,089685 96877,4.9,59,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,"Services, coverage area and a callback form so enquiries stop dying in missed calls.",36,18,19,10,https://www.google.com/maps/search/?api=1&query=SANKALP%20REAL%20ESTATES%20Sector%2035%20Chandigarh
Chandigarh Tricity,92,B,82,Dr Neha Mittal's Physiotherapy & Rehabilitation,Physiotherapy centre,Health & Wellness,Sector 104 Mohali,Mohali (SAS Nagar),098774 01519,4.9,56,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 16:00-19:00,"Practitioner credentials, treatments and online booking. Patients search the area before they phone.",36,18,19,10,https://www.google.com/maps/search/?api=1&query=Dr%20Neha%20Mittal%27s%20Physiotherapy%20%26%20Rehabilitation%20Sector%20104%20Mohali
Chandigarh Tricity,93,B,82,Physiofit Sports and Rehab Clinic,Physiotherapy centre,Health & Wellness,Dera Bassi,Zirakpur / Dera Bassi,094167 02950,4.9,53,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 16:00-19:00,"Practitioner credentials, treatments and online booking. Patients search the area before they phone.",36,17,19,10,https://www.google.com/maps/search/?api=1&query=Physiofit%20Sports%20and%20Rehab%20Clinic%20Dera%20Bassi
Chandigarh Tricity,94,B,82,OIC Global,Immigration consultant,Professional Services,Dera Bassi,Zirakpur / Dera Bassi,098553 40065,4.7,41,Growth,"₹45,000",45000,Tue-Thu 11:30-13:00 / 15:00-17:00,"Services, registration credentials and a deadline-driven enquiry form. Clients verify a firm online before they call.",40,16,16,10,https://www.google.com/maps/search/?api=1&query=OIC%20Global%20Dera%20Bassi
Chandigarh Tricity,95,B,82,Dr. Abhi Home Physiotherapy Services,Physiotherapy centre,Health & Wellness,Panchkula,Panchkula,074848 19132,5,38,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 16:00-19:00,"Practitioner credentials, treatments and online booking. Patients search the area before they phone.",36,16,20,10,https://www.google.com/maps/search/?api=1&query=Dr.%20Abhi%20Home%20Physiotherapy%20Services%20Panchkula
Chandigarh Tricity,96,B,82,Best Physiotherapy Clinic in zirakpur,Physiotherapy centre,Health & Wellness,Sigma City Zirakpur,Zirakpur / Dera Bassi,082888 72499,5,36,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 16:00-19:00,"Practitioner credentials, treatments and online booking. Patients search the area before they phone.",36,16,20,10,https://www.google.com/maps/search/?api=1&query=Best%20Physiotherapy%20Clinic%20in%20zirakpur%20Sigma%20City%20Zirakpur
Chandigarh Tricity,97,B,81,Shiv Ganga Packers And Movers,Transportation service,Retail & Services,Manimajra Chandigarh,Chandigarh,073470 25351,4.9,242,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,"Services, coverage area and a callback form so enquiries stop dying in missed calls.",28,24,19,10,https://www.google.com/maps/search/?api=1&query=Shiv%20Ganga%20Packers%20And%20Movers%20Manimajra%20Chandigarh
Chandigarh Tricity,98,B,81,Anu Makeovers Unisex Salon,Beauty parlour,Health & Wellness,Patiala Road Zirakpur,Zirakpur / Dera Bassi,081467 39314,4.8,159,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 16:00-19:00,"Practitioner credentials, treatments and online booking. Patients search the area before they phone.",32,22,17,10,https://www.google.com/maps/search/?api=1&query=Anu%20Makeovers%20Unisex%20Salon%20Patiala%20Road%20Zirakpur
Chandigarh Tricity,99,B,81,Riddhi Siddhi Travels,Travel agency,Retail & Services,Canam Plaza Panchkula,Panchkula,093579 99992,4.8,140,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,"Services, coverage area and a callback form so enquiries stop dying in missed calls.",32,21,17,10,https://www.google.com/maps/search/?api=1&query=Riddhi%20Siddhi%20Travels%20Canam%20Plaza%20Panchkula
Chandigarh Tricity,100,B,81,ATECH ACADEMY,Coaching centre,Education & Training,VIP Road Zirakpur,Zirakpur / Dera Bassi,090411 52777,4.7,121,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 15:00-17:00 (before evening batches),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",34,21,16,10,https://www.google.com/maps/search/?api=1&query=ATECH%20ACADEMY%20VIP%20Road%20Zirakpur
Chandigarh Tricity,101,B,81,Ducklings DayCare,Day care center,Education & Training,Mohali,Mohali (SAS Nagar),077078 66620,4.8,101,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 (before pickup),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",34,20,17,10,https://www.google.com/maps/search/?api=1&query=Ducklings%20DayCare%20Mohali
Chandigarh Tricity,102,B,81,IBS MOHALI,Coaching centre,Education & Training,Phase 7 Mohali,Mohali (SAS Nagar),092165 78310,4.8,98,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 15:00-17:00 (before evening batches),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",34,20,17,10,https://www.google.com/maps/search/?api=1&query=IBS%20MOHALI%20Phase%207%20Mohali
Chandigarh Tricity,103,B,81,Dharvi Academy,Coaching centre,Education & Training,Dera Bassi,Zirakpur / Dera Bassi,062399 12634,4.8,97,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 15:00-17:00 (before evening batches),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",34,20,17,10,https://www.google.com/maps/search/?api=1&query=Dharvi%20Academy%20Dera%20Bassi
Chandigarh Tricity,104,B,81,ACM Commerce Academy,Coaching centre,Education & Training,Zirakpur,Zirakpur / Dera Bassi,088720 82652,4.9,69,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 15:00-17:00 (before evening batches),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",34,18,19,10,https://www.google.com/maps/search/?api=1&query=ACM%20Commerce%20Academy%20Zirakpur
Chandigarh Tricity,105,B,81,R K Visa Expert,Visa agent,Professional Services,Kharar,Mohali (SAS Nagar),098888 50882,4.6,65,Growth,"₹45,000",45000,Tue-Thu 11:30-13:00 / 15:00-17:00,"Services, registration credentials and a deadline-driven enquiry form. Clients verify a firm online before they call.",38,18,15,10,https://www.google.com/maps/search/?api=1&query=R%20K%20Visa%20Expert%20Kharar
Chandigarh Tricity,106,B,81,Growing Roots Kidscare Smart Playschool,Preschool,Education & Training,Panchkula,Panchkula,079019 21892,4.8,59,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 (before pickup),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",36,18,17,10,https://www.google.com/maps/search/?api=1&query=Growing%20Roots%20Kidscare%20Smart%20Playschool%20Panchkula
Chandigarh Tricity,107,B,81,Bethsaida Playway & Kids Club,Preschool,Education & Training,Mohali,Mohali (SAS Nagar),098781 20170,4.8,52,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 (before pickup),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",36,17,17,10,https://www.google.com/maps/search/?api=1&query=Bethsaida%20Playway%20%26%20Kids%20Club%20Mohali
